20210513	614000	618000	600000	605000	535126
20210512	641000	642000	628000	633000	293943
20210511	646000	656000	640000	641000	379477
20210510	655000	658000	645000	652000	239224
20210507	643000	649000	635000	642000	243140
20210506	646000	650000	635000	642000	320141
20210504	630000	652000	630000	650000	211468
20210503	655000	655000	636000	639000	258398
20210430	671000	672000	653000	654000	280788
20210429	670000	685000	667000	672000	341060
20210428	685000	685000	667000	667000	330896
20210427	691000	693000	683000	685000	260590
20210426	680000	689000	671000	689000	272880
20210423	672000	677000	660000	670000	184541
20210422	679000	679000	670000	672000	190576
20210421	685000	686000	669000	671000	283338
20210420	690000	692000	683000	690000	192025
20210419	692000	694000	685000	688000	211812
20210416	704000	712000	693000	694000	301497
20210415	697000	702000	688000	700000	361247
20210414	700000	705000	685000	697000	489847
20210413	665000	697000	663000	690000	908436
20210412	673000	673000	651000	655000	341245
20210409	661000	673000	659000	663000	327636
20210408	662000	662000	652000	657000	258806
20210407	652000	671000	646000	654000	449552
20210406	659000	660000	639000	642000	322234
20210405	665000	666000	650000	655000	255627
20210402	668000	672000	665000	668000	233457
20210401	670000	673000	660000	667000	250062
20210331	675000	676000	660000	660000	318665
20210330	654000	672000	649000	670000	333388
20210329	651000	660000	639000	651000	278530
20210326	640000	649000	628000	647000	316869
20210325	636000	647000	631000	635000	311449
20210324	620000	642000	619000	635000	359788
20210323	650000	651000	624000	624000	391488
20210322	661000	662000	639000	642000	386142
20210319	645000	661000	642000	661000	323839
20210318	655000	669000	653000	662000	533133
20210317	680000	680000	631000	639000	863521
20210316	695000	702000	667000	680000	499953
20210315	689000	703000	681000	686000	279236
20210312	704000	710000	683000	689000	410178
20210311	649000	690000	643000	687000	709286
20210310	666000	667000	636000	636000	458534
20210309	639000	649000	613000	636000	678006
20210308	673000	675000	650000	650000	366129
20210305	658000	682000	654000	671000	430233
20210304	681000	691000	672000	678000	370526
20210303	687000	696000	678000	696000	309191
20210302	696000	709000	675000	684000	579401
20210226	683000	686000	668000	674000	579115
20210225	704000	709000	692000	704000	445534
20210224	702000	719000	687000	687000	556519
20210223	723000	726000	703000	710000	610943
20210222	773000	773000	735000	739000	504042
20210219	788000	788000	762000	770000	420868
20210218	801000	804000	789000	789000	252259
20210217	817000	818000	800000	805000	319814
20210216	806000	807000	800000	803000	218198
20210215	806000	813000	794000	805000	425235
20210210	775000	783000	762000	783000	296151
20210209	778000	784000	771000	772000	214890
20210208	773000	782000	766000	770000	327449
20210205	751000	778000	749000	775000	462993
20210204	758000	765000	742000	747000	365398
20210203	758000	763000	747000	758000	346901
20210202	764000	764000	741000	752000	396348
20210201	730000	747000	719000	745000	438114
20210129	768000	770000	727000	734000	764317
20210128	765000	773000	743000	767000	751481
20210127	797000	813000	786000	789000	474277
20210126	795000	816000	783000	790000	472724
20210125	797000	797000	780000	790000	386549
20210122	751000	809000	745000	792000	973969
20210121	755000	756000	738000	745000	377379
20210120	753000	753000	724000	744000	419120
20210119	706000	735000	705000	732000	430480
20210118	715000	729000	705000	706000	644139
20210115	756000	764000	736000	737000	532859
20210114	751000	768000	746000	749000	531618
20210113	738000	759000	735000	754000	576057
20210112	731000	749000	703000	745000	944536
20210111	750000	773000	717000	730000	1010964
20210108	710000	739000	705000	739000	890113
20210107	688000	712000	676000	698000	756799
20210106	693000	702000	671000	680000	669150
20210105	675000	686000	658000	686000	601692
20210104	660000	682000	640000	671000	694737
20201230	602000	630000	595000	628000	503572
20201229	572000	603000	563000	601000	827634
20201228	561000	563000	556000	559000	315619
20201224	557000	569000	554000	563000	361601
20201223	559000	559000	543000	554000	264539
20201222	564000	565000	553000	555000	241689
20201221	568000	569000	561000	566000	243244
20201218	571000	571000	559000	568000	252660
20201217	564000	567000	557000	567000	322991
20201216	560000	564000	554000	564000	365414
20201215	552000	554000	545000	552000	297350
20201214	553000	553000	543000	549000	285611
20201211	570000	570000	551000	556000	349151
20201210	556000	568000	553000	560000	500393
20201209	562000	569000	557000	566000	413402
20201208	551000	571000	550000	553000	592722
20201207	552000	553000	541000	546000	318117
20201204	553000	553000	545000	551000	335878
20201203	550000	553000	545000	552000	350643
20201202	547000	553000	542000	552000	381777
20201201	543000	547000	535000	547000	245050
20201130	555000	556000	533000	533000	619138
20201127	546000	552000	538000	551000	336010
20201126	545000	551000	536000	550000	400227
20201125	561000	563000	531000	538000	790975
20201124	535000	552000	531000	552000	610630
20201123	520000	532000	516000	526000	374985
20201120	518000	518000	510000	515000	361651
20201119	505000	518000	500000	518000	447437
20201118	497000	508000	491000	501000	388798
20201117	491000	500000	487000	493500	401132
20201116	492000	496000	485000	485500	569489
20201113	498000	505000	482000	501000	997668
20201112	513000	519000	508000	515000	493665
20201111	526000	532000	509000	512000	656555
20201110	527000	541000	521000	533000	596508
20201109	512000	536000	509000	533000	824167
20201106	494000	500000	488500	499000	865926
20201105	472000	484000	466500	484000	727072
20201104	466500	471000	453000	459500	493759
20201103	443000	466000	442000	459500	712258
20201102	447500	448000	427000	440000	460501
20201030	433500	454000	432000	442000	1316269
20201029	425000	432500	420000	431500	261803
20201028	436500	436500	424500	430000	257709
20201027	413000	431500	413000	430000	399221
20201026	421000	424000	416000	417500	174312
20201023	432000	432000	422000	424500	143468
20201022	430000	437500	425000	429500	193326
20201021	434000	436500	429500	433000	239137
20201020	406500	432500	406500	432500	317386
20201019	421500	422500	412000	413000	283672
20201016	429000	430500	415500	420000	301054
20201015	437500	437500	427000	429000	273763
20201014	441000	445000	435000	438500	286567
20201013	448000	448000	438000	445500	262374
20201012	453000	453500	439000	440000	279158
20201008	444000	448500	441000	445000	389076
20201007	435000	439500	430500	439500	207266
20201006	438500	442000	433500	436500	174258
20201005	433500	439000	427500	436500	287112
20200929	433500	434000	426500	433500	290281
20200928	418000	424000	413000	421000	229317
20200925	415000	417500	406000	412000	293217
20200924	425500	432000	408000	410000	722856
20200923	456500	457000	420000	436500	589077
20200922	446000	455000	443000	446500	441003
20200921	455500	461000	440000	446000	424967
20200918	450000	459500	449000	453000	394156
20200917	445500	463000	445000	445500	655397
20200916	450000	452500	440500	449500	365621
20200915	441000	453500	435000	452500	410696
20200914	432500	437000	423000	436000	305388
20200911	431500	435000	423500	429500	207772
20200910	434500	434500	427500	430000	288498
20200909	430000	433000	426000	429500	281121
20200908	432000	441500	423500	435500	326350
20200907	439000	439000	429500	430000	325832
20200904	430000	443000	430000	439000	428480
20200903	450500	457000	449000	452500	391863
20200902	454500	458000	444000	452000	285532
20200901	453000	459500	444000	454500	367552
20200831	469000	473000	448000	452500	623312
20200828	468000	472500	461000	466000	463429
20200827	468000	474500	463000	469000	769495
20200826	442500	462500	439500	456500	650896
20200825	445500	445500	436500	444000	410725
20200824	423000	438000	416000	438000	528611
20200821	422000	428000	411500	423500	633292
20200820	428000	436500	414000	414500	726581
20200819	438500	440500	427000	434500	551050
20200818	434000	452500	431000	433000	774253
20200814	455500	464000	442000	444000	1061360
20200813	483000	486500	464000	471000	710421
20200812	467500	487500	465500	475500	691109
20200811	466500	482500	464000	472500	1018301
20200810	486000	486500	470000	473500	831429
20200807	466500	509000	465500	488000	1191900
20200806	467000	482000	457000	469500	718320
20200805	415500	468000	412500	468000	1319206
20200804	429500	431000	410500	416000	556265
20200803	398000	415500	394000	414500	1058971
20200731	385000	403000	383500	397500	951940
20200730	386000	387500	380500	383500	305365
20200729	393000	395500	383000	385500	648131
20200728	387000	397000	381500	393000	1061859
20200727	368500	378500	368500	378000	333007
20200724	380000	381000	373500	375500	394902
20200723	390500	390500	384000	385500	239291
20200722	384500	389500	380500	388000	254554
20200721	385000	390500	384500	387000	392214
20200720	383000	384000	376000	378500	258083
20200717	383500	385500	376500	383500	357349
20200716	400000	400000	382500	386000	425923
20200715	395500	398000	389500	393000	372670
20200714	387000	394000	386500	392000	401601
20200713	398000	398500	387000	394000	415777
20200710	395500	398500	386500	391000	385485
20200709	385500	395500	380500	393000	705556
20200708	393500	394500	383000	385500	502917
20200707	396500	403500	389000	391000	766258
